Conference_name,Speaker,Attendee_list,conference_date,conference_llocation
Ivano-Frankivsk National University of Oli and Gas,"[{""first_name"":""Pren"",""last_name"":""Dunkerly"",""NPI"":""7397425801""}]","[{""first_name"":""Britta"",""last_name"":""Matous"",""NPI"":""3408675813""},{""first_name"":""Melinda"",""last_name"":""Bernakiewicz"",""NPI"":""2649292431""},{""first_name"":""Gideon"",""last_name"":""Morhall"",""NPI"":""0153500174""},{""first_name"":""Reggy"",""last_name"":""Clemont"",""NPI"":""5991364923""},{""first_name"":""Tabby"",""last_name"":""Riceards"",""NPI"":""4273602318""}]",12/9/2018,Middelburg
Instituto Universitario Nacional del Arte,"[{""first_name"":""Wynnie"",""last_name"":""Kirckman"",""NPI"":""6770935260""}]","[{""first_name"":""Lonnard"",""last_name"":""Seamer"",""NPI"":""0351710353""},{""first_name"":""Abra"",""last_name"":""Prozescky"",""NPI"":""1749286068""},{""first_name"":""Alicea"",""last_name"":""Hovee"",""NPI"":""8885204430""}]",4/19/2019,‘Amrān
Sistema Universitario Ana G. Méndez,"[{""first_name"":""Renate"",""last_name"":""Garthland"",""NPI"":""5338463008""}]","[{""first_name"":""Beatrix"",""last_name"":""Dibden"",""NPI"":""4785806230""},{""first_name"":""Debbi"",""last_name"":""Lushey"",""NPI"":""8896992702""},{""first_name"":""Christabel"",""last_name"":""Muehle"",""NPI"":""2635326207""},{""first_name"":""Linette"",""last_name"":""Icke"",""NPI"":""1598058509""}]",7/8/2019,Kosów Lacki
Help University College,"[{""first_name"":""Kylen"",""last_name"":""Guerra"",""NPI"":""3976588849""}]","[{""first_name"":""Nolan"",""last_name"":""Marl"",""NPI"":""7397446779""},{""first_name"":""Carlie"",""last_name"":""Breese"",""NPI"":""5143994675""},{""first_name"":""Corey"",""last_name"":""Bydaway"",""NPI"":""6870320748""}]",1/23/2019,Manga
Ateneo de Manila University,"[{""first_name"":""Arly"",""last_name"":""Ajam"",""NPI"":""6787560788""}]","[{""first_name"":""Bev"",""last_name"":""McKleod"",""NPI"":""0105322903""},{""first_name"":""Mildrid"",""last_name"":""Tapp"",""NPI"":""1670762823""},{""first_name"":""Laurel"",""last_name"":""Tomisch"",""NPI"":4584282374},{""first_name"":""Erinn"",""last_name"":""Drury"",""NPI"":""4092247338""}]",12/24/2018,San Luis
Ecole Supérieure de Commerce et des Affaires,"[{""first_name"":""Ellary"",""last_name"":""Ricketts"",""NPI"":""9016129278""}]","[{""first_name"":""Dorey"",""last_name"":""Gogay"",""NPI"":""8716942612""},{""first_name"":""Marie"",""last_name"":""Lunam"",""NPI"":""2094095304""},{""first_name"":""Lind"",""last_name"":""Bracher"",""NPI"":""5984020769""},{""first_name"":""Kiri"",""last_name"":""Tout"",""NPI"":""0605985987""},{""first_name"":""Matthieu"",""last_name"":""Rizzolo"",""NPI"":""3236424613""}]",8/8/2019,Severnoye
West Virginia State College,"[{""first_name"":""Cassandry"",""last_name"":""Marusik"",""NPI"":""3251534963""}]","[{""first_name"":""Massimo"",""last_name"":""Durban"",""NPI"":""9024129249""},{""first_name"":""Kip"",""last_name"":""Hoyes"",""NPI"":""8512341653""},{""first_name"":""Rowe"",""last_name"":""Daulton"",""NPI"":""9268878763""}]",1/9/2019,Chengji
Newport International University,"[{""first_name"":""Sophia"",""last_name"":""Teager"",""NPI"":""8467173157""}]","[{""first_name"":""Berne"",""last_name"":""Vears"",""NPI"":""0268243751""},{""first_name"":""Dorelia"",""last_name"":""LeEstut"",""NPI"":""6950255187""},{""first_name"":""Ranee"",""last_name"":""Van der Velde"",""NPI"":""3529719129""}]",5/6/2019,Kigali
University of Bergamo,"[{""first_name"":""Melinda"",""last_name"":""Bernakiewicz"",""NPI"":""2649292431""}]","[{""first_name"":""Chickie"",""last_name"":""Sendall"",""NPI"":""5882901839""},{""first_name"":""Padraic"",""last_name"":""Jaume"",""NPI"":""8187990236""},{""first_name"":""Debbi"",""last_name"":""Lushey"",""NPI"":""8896992702""}]",2/17/2019,Kusheriki
Tumaini University - Iringa University College,"[{""first_name"":""Susette"",""last_name"":""Wisdom"",""NPI"":""1938216857""}]","[{""first_name"":""Rusty"",""last_name"":""Clunan"",""NPI"":8697450756},{""first_name"":""Teresita"",""last_name"":""Jewkes"",""NPI"":""8589162788""},{""first_name"":""Burr"",""last_name"":""Balam"",""NPI"":""4781276229""},{""first_name"":""Shirline"",""last_name"":""Cubuzzi"",""NPI"":""3018306953""},{""first_name"":""Emmalee"",""last_name"":""Hearn"",""NPI"":""3552908145""}]",10/12/2019,Duyanggang
Far Eastern University,"[{""first_name"":""Agnes"",""last_name"":""Terbeck"",""NPI"":""9588089719""}]","[{""first_name"":""Ira"",""last_name"":""Marzelle"",""NPI"":""9595449903""},{""first_name"":""Cristen"",""last_name"":""Smeed"",""NPI"":""6380993843""},{""first_name"":""Ruby"",""last_name"":""Bath"",""NPI"":""3431218679""}]",1/11/2019,Margoyoso
The Federal Polytechnic Offa,"[{""first_name"":""Donnie"",""last_name"":""Killimister"",""NPI"":""1968499628""}]","[{""first_name"":""Gussy"",""last_name"":""Siss"",""NPI"":""1565913612""},{""first_name"":""Corrianne"",""last_name"":""Craisford"",""NPI"":""4869605872""},{""first_name"":""Mort"",""last_name"":""Stannett"",""NPI"":""6098052913""},{""first_name"":""Domingo"",""last_name"":""Keaveny"",""NPI"":""1597850187""},{""first_name"":""Bryanty"",""last_name"":""Hovenden"",""NPI"":""6369977764""}]",3/19/2019,Przywidz
Chiang Mai University,"[{""first_name"":""Odilia"",""last_name"":""Groll"",""NPI"":""6607519261""}]","[{""first_name"":""Concettina"",""last_name"":""Coots"",""NPI"":""9656336151""},{""first_name"":""Ronda"",""last_name"":""Frankiss"",""NPI"":""3059594066""},{""first_name"":""Henrietta"",""last_name"":""Andrieu"",""NPI"":""1183220774""},{""first_name"":""Ray"",""last_name"":""Beningfield"",""NPI"":""6421369235""}]",8/16/2019,Dajing
Al Ghurair University,"[{""first_name"":""Rufe"",""last_name"":""Sedworth"",""NPI"":""2914230818""}]","[{""first_name"":""Morgana"",""last_name"":""Luckes"",""NPI"":""1173496718""},{""first_name"":""Phillis"",""last_name"":""Delatour"",""NPI"":""3820636048""},{""first_name"":""Fraser"",""last_name"":""Andrioli"",""NPI"":8140640816}]",2/27/2019,Sacramento
Marij State Technical University,"[{""first_name"":""Carlene"",""last_name"":""Kunzel"",""NPI"":""3412254525""}]","[{""first_name"":""Maribelle"",""last_name"":""Clyne"",""NPI"":""4765454681""},{""first_name"":""Howie"",""last_name"":""O'Henery"",""NPI"":""1699710619""},{""first_name"":""Ilyse"",""last_name"":""Portress"",""NPI"":""2305031602""}]",6/4/2019,Ganné Tiqwa
New York Film Academy,"[{""first_name"":""Lloyd"",""last_name"":""Prendeville"",""NPI"":""1721474927""}]","[{""first_name"":""Karlik"",""last_name"":""Lackinton"",""NPI"":3953606786},{""first_name"":""Alyss"",""last_name"":""Craven"",""NPI"":""3107937762""},{""first_name"":""Britta"",""last_name"":""Matous"",""NPI"":""3408675813""}]",11/22/2018,Morrelgonj
National Aviation Univesity,"[{""first_name"":""Eugene"",""last_name"":""Coombes"",""NPI"":""3592115715""}]","[{""first_name"":""Marlo"",""last_name"":""Jenoure"",""NPI"":""5739509440""},{""first_name"":""Welsh"",""last_name"":""Giannotti"",""NPI"":""1950337383""},{""first_name"":""Glennis"",""last_name"":""Thornally"",""NPI"":""6163978005""},{""first_name"":""Armin"",""last_name"":""Gronno"",""NPI"":""4851637896""}]",6/16/2019,Ostravice
Qinghai Normal University,"[{""first_name"":""Fleur"",""last_name"":""Steely"",""NPI"":""1891834592""}]","[{""first_name"":""Maurine"",""last_name"":""Purveys"",""NPI"":""0062980343""},{""first_name"":""Dillon"",""last_name"":""Chatain"",""NPI"":""2076572457""},{""first_name"":""Lina"",""last_name"":""Trenoweth"",""NPI"":""4037130068""}]",1/29/2019,Youdunjie
Taiyuan University of Technology,"[{""first_name"":""Smitty"",""last_name"":""O'Hartnedy"",""NPI"":""0120954435""}]","[{""first_name"":""Dody"",""last_name"":""Tie"",""NPI"":""0363157883""},{""first_name"":""Dorree"",""last_name"":""Hardwidge"",""NPI"":""2503804012""},{""first_name"":""Sophia"",""last_name"":""Teager"",""NPI"":""8467173157""},{""first_name"":""Prince"",""last_name"":""Tinkham"",""NPI"":""5808297257""}]",12/9/2018,Amieira do Tejo
South East European University,"[{""first_name"":""Lonny"",""last_name"":""Carff"",""NPI"":""6682606990""}]","[{""first_name"":""Urson"",""last_name"":""Dykas"",""NPI"":""6061763980""},{""first_name"":""Arlie"",""last_name"":""Kezar"",""NPI"":""5336862274""},{""first_name"":""Aguistin"",""last_name"":""Spatig"",""NPI"":""7114485239""}]",8/14/2019,Entre Rios
Universidad Pontificia Bolivariana,"[{""first_name"":""Dorey"",""last_name"":""Gogay"",""NPI"":""8716942612""}]","[{""first_name"":""Elroy"",""last_name"":""Ardley"",""NPI"":""9943583762""},{""first_name"":""Reggie"",""last_name"":""Deering"",""NPI"":""2163964876""},{""first_name"":""Jayne"",""last_name"":""Stanford"",""NPI"":""9674935967""}]",11/4/2018,Dębowiec
Chukyo Women's University,"[{""first_name"":""Ly"",""last_name"":""MacVicar"",""NPI"":""8735784962""}]","[{""first_name"":""Rick"",""last_name"":""Jeffs"",""NPI"":""5435385431""},{""first_name"":""Xavier"",""last_name"":""Yeldham"",""NPI"":""1662892039""},{""first_name"":""Ellette"",""last_name"":""Pass"",""NPI"":""2693293162""}]",7/10/2019,Tozeur
Universität Kaiserslautern,"[{""first_name"":""Nora"",""last_name"":""Sweedy"",""NPI"":""9882809901""}]","[{""first_name"":""Rhoda"",""last_name"":""Barthelmes"",""NPI"":""5334498184""},{""first_name"":""Alix"",""last_name"":""Rusted"",""NPI"":""4002482405""},{""first_name"":""Tobie"",""last_name"":""Barnwille"",""NPI"":""4862985874""}]",8/2/2019,Lowotukan
Universidade Aberta Lisboa,"[{""first_name"":""Ava"",""last_name"":""Corns"",""NPI"":""8008421177""}]","[{""first_name"":""Lorie"",""last_name"":""Tomlinson"",""NPI"":""3840263980""},{""first_name"":""Darrel"",""last_name"":""O'Hartigan"",""NPI"":""5812394342""},{""first_name"":""Lorin"",""last_name"":""Greeson"",""NPI"":""6273581444""},{""first_name"":""Liesa"",""last_name"":""Hasnip"",""NPI"":""4736470607""}]",4/3/2019,Złoty Stok
Yanbu University College,"[{""first_name"":""Lemuel"",""last_name"":""Chauvey"",""NPI"":""3925614427""}]","[{""first_name"":""Panchito"",""last_name"":""Hundell"",""NPI"":""3152559577""},{""first_name"":""Asher"",""last_name"":""Danbi"",""NPI"":""4344885791""},{""first_name"":""Gale"",""last_name"":""Neal"",""NPI"":""6532975060""},{""first_name"":""Malissa"",""last_name"":""Dobie"",""NPI"":""7329346977""},{""first_name"":""Tedmund"",""last_name"":""Peckham"",""NPI"":""3274698784""}]",4/24/2019,Mibu
Baltimore International College,"[{""first_name"":""Maribelle"",""last_name"":""Croall"",""NPI"":""4786901180""}]","[{""first_name"":""Wilt"",""last_name"":""Reisen"",""NPI"":""1560368330""},{""first_name"":""Andrey"",""last_name"":""Nettles"",""NPI"":""6411633177""},{""first_name"":""Violet"",""last_name"":""Alecock"",""NPI"":""7086233765""}]",6/27/2019,Zhushan Chengguanzhen
Nkumba University,"[{""first_name"":""Ilyse"",""last_name"":""Portress"",""NPI"":""2305031602""}]","[{""first_name"":""Smitty"",""last_name"":""O'Hartnedy"",""NPI"":""0120954435""},{""first_name"":""Coleman"",""last_name"":""Cometson"",""NPI"":""2887899473""},{""first_name"":""Morgun"",""last_name"":""Westmacott"",""NPI"":""8471573857""},{""first_name"":""Asher"",""last_name"":""Danbi"",""NPI"":""4344885791""}]",1/21/2019,Monte-Carlo
University of Maryland University College,"[{""first_name"":""Martita"",""last_name"":""Peasee"",""NPI"":""1067006788""}]","[{""first_name"":""Walker"",""last_name"":""Jouhan"",""NPI"":""3292848067""},{""first_name"":""Coleman"",""last_name"":""Cometson"",""NPI"":""2887899473""},{""first_name"":""Corrianne"",""last_name"":""Craisford"",""NPI"":""4869605872""},{""first_name"":""Walker"",""last_name"":""Jouhan"",""NPI"":""3292848067""}]",1/22/2019,Yangzi
Far Eastern State Technical University,"[{""first_name"":""Smitty"",""last_name"":""O'Hartnedy"",""NPI"":""0120954435""}]","[{""first_name"":""Tani"",""last_name"":""Glitherow"",""NPI"":""8269024465""},{""first_name"":""Adler"",""last_name"":""Eadmeades"",""NPI"":""5451465398""},{""first_name"":""Karlik"",""last_name"":""Lackinton"",""NPI"":3953606786}]",3/25/2019,Haarlem
Ecole Nationale de la Statistique et de l'Administration Economique,"[{""first_name"":""Roselin"",""last_name"":""Ridgeway"",""NPI"":""9649090223""}]","[{""first_name"":""Ferne"",""last_name"":""Marfield"",""NPI"":""3696044180""},{""first_name"":""Shaine"",""last_name"":""Tabord"",""NPI"":""2725197791""},{""first_name"":""Lind"",""last_name"":""Bracher"",""NPI"":""5984020769""},{""first_name"":""Martita"",""last_name"":""Peasee"",""NPI"":""1067006788""},{""first_name"":""Leandra"",""last_name"":""Rubes"",""NPI"":""5900482332""}]",7/2/2019,Panaitólion
St. Bonaventure University,"[{""first_name"":""Myrwyn"",""last_name"":""Shinfield"",""NPI"":""1574979531""}]","[{""first_name"":""Giulietta"",""last_name"":""Barker"",""NPI"":""2615817787""},{""first_name"":""Marcile"",""last_name"":""Bartens"",""NPI"":""0225551551""},{""first_name"":""Glennis"",""last_name"":""Thornally"",""NPI"":""6163978005""},{""first_name"":""Hamel"",""last_name"":""Blesli"",""NPI"":""1219236861""}]",7/3/2019,Neftegorsk
University of Pennsylvania,"[{""first_name"":""Lianne"",""last_name"":""McDougal"",""NPI"":""5813207724""}]","[{""first_name"":""Merralee"",""last_name"":""Bebb"",""NPI"":""3486136194""},{""first_name"":""Ira"",""last_name"":""Marzelle"",""NPI"":""9595449903""},{""first_name"":""Abel"",""last_name"":""Jakoubek"",""NPI"":""0769762670""},{""first_name"":""Harry"",""last_name"":""Braundt"",""NPI"":""6696640363""}]",8/6/2019,Jinfeng
Universität Kaiserslautern,"[{""first_name"":""Cayla"",""last_name"":""Bayly"",""NPI"":""1542961793""}]","[{""first_name"":""Saba"",""last_name"":""Newson"",""NPI"":""0761842233""},{""first_name"":""Carola"",""last_name"":""Mepsted"",""NPI"":""1520290950""},{""first_name"":""Ciel"",""last_name"":""Cappleman"",""NPI"":""7147537114""},{""first_name"":""Derril"",""last_name"":""Shortell"",""NPI"":""3929651106""}]",1/8/2019,Hluhluwe
Hachinohe Institute of Technology,"[{""first_name"":""Rania"",""last_name"":""Dot"",""NPI"":4901848194}]","[{""first_name"":""Dewain"",""last_name"":""Kwietak"",""NPI"":""3703590262""},{""first_name"":""Myrlene"",""last_name"":""Gurery"",""NPI"":""2313047911""},{""first_name"":""Terrel"",""last_name"":""Glaum"",""NPI"":""2442162539""}]",6/18/2019,Sarvaš
Universidad de la Tercera Edad,"[{""first_name"":""Charmane"",""last_name"":""Fowler"",""NPI"":""1155276051""}]","[{""first_name"":""Fransisco"",""last_name"":""Fisbey"",""NPI"":""4003589343""},{""first_name"":""Garnette"",""last_name"":""Spadari"",""NPI"":""3455200745""},{""first_name"":""Alethea"",""last_name"":""Peeter"",""NPI"":""9037061133""},{""first_name"":""Cleveland"",""last_name"":""Novichenko"",""NPI"":""8524732202""},{""first_name"":""Hyacinthe"",""last_name"":""Vickery"",""NPI"":""0589084259""}]",4/9/2019,Fengcheng
Université Jean Moulin (Lyon III),"[{""first_name"":""Julian"",""last_name"":""Woolaston"",""NPI"":""4138512330""}]","[{""first_name"":""Wade"",""last_name"":""MacMeanma"",""NPI"":""5581747385""},{""first_name"":""Meredith"",""last_name"":""McElwee"",""NPI"":""5538486591""},{""first_name"":""Nina"",""last_name"":""Treven"",""NPI"":""3999490004""},{""first_name"":""Terry"",""last_name"":""Stacy"",""NPI"":""4092128347""},{""first_name"":""Carlene"",""last_name"":""Kunzel"",""NPI"":""3412254525""}]",7/24/2019,Shaoyang
Oregon Health Sciences University,"[{""first_name"":""Terese"",""last_name"":""Rowter"",""NPI"":""3386179517""}]","[{""first_name"":""Elle"",""last_name"":""Cleyne"",""NPI"":""3488533972""},{""first_name"":""Sarette"",""last_name"":""Sterling"",""NPI"":""5417438928""},{""first_name"":""Binky"",""last_name"":""Friman"",""NPI"":""6000067615""},{""first_name"":""Dagmar"",""last_name"":""Giuroni"",""NPI"":""2385003090""}]",5/31/2019,Safi
Universidad Cristóbal Colón,"[{""first_name"":""Merralee"",""last_name"":""Bebb"",""NPI"":""3486136194""}]","[{""first_name"":""Lonny"",""last_name"":""Carff"",""NPI"":""6682606990""},{""first_name"":""Gaston"",""last_name"":""Fitzpatrick"",""NPI"":""3558632222""},{""first_name"":""Dane"",""last_name"":""Birdis"",""NPI"":""0849244617""},{""first_name"":""Roxanne"",""last_name"":""Macconachy"",""NPI"":""1231842768""},{""first_name"":""Wade"",""last_name"":""MacMeanma"",""NPI"":""5581747385""}]",10/11/2019,Bonao
Université d'Alger 3,"[{""first_name"":""Bernhard"",""last_name"":""Caselli"",""NPI"":""5829196514""}]","[{""first_name"":""Sasha"",""last_name"":""Dillet"",""NPI"":""5922092812""},{""first_name"":""Alfred"",""last_name"":""Childs"",""NPI"":""6631412293""},{""first_name"":""Kiri"",""last_name"":""Tout"",""NPI"":""0605985987""},{""first_name"":""Doretta"",""last_name"":""Twiddle"",""NPI"":""1758761954""},{""first_name"":""Cele"",""last_name"":""Robertson"",""NPI"":""3299175882""}]",12/31/2018,Tieba
Punjab Engineering College Deemed University,"[{""first_name"":""Mildrid"",""last_name"":""Tapp"",""NPI"":""1670762823""}]","[{""first_name"":""Reggie"",""last_name"":""Deering"",""NPI"":""2163964876""},{""first_name"":""Vaughan"",""last_name"":""Aldwich"",""NPI"":""7440411498""},{""first_name"":""Carry"",""last_name"":""Rousby"",""NPI"":""3910038816""},{""first_name"":""Winnifred"",""last_name"":""Gilliam"",""NPI"":""3873936240""},{""first_name"":""Fonzie"",""last_name"":""Robun"",""NPI"":""4966853508""}]",10/11/2019,Camrose
Universidade Federal do Ceará,"[{""first_name"":""Arch"",""last_name"":""Giraux"",""NPI"":""2535784998""}]","[{""first_name"":""Chloette"",""last_name"":""Dureden"",""NPI"":""4054702856""},{""first_name"":""Howie"",""last_name"":""O'Henery"",""NPI"":""1699710619""},{""first_name"":""Jedediah"",""last_name"":""Rathke"",""NPI"":""6878406951""}]",10/11/2019,Margos
"National American University, Colorado Springs","[{""first_name"":""Reggie"",""last_name"":""Deering"",""NPI"":""2163964876""}]","[{""first_name"":""Roselin"",""last_name"":""Ridgeway"",""NPI"":""9649090223""},{""first_name"":""Ira"",""last_name"":""Marzelle"",""NPI"":""9595449903""},{""first_name"":""Marti"",""last_name"":""Rogeron"",""NPI"":""1270474286""}]",3/1/2019,San Juan de Colón
"National Museum Institute of History of Art, Conservation and Museology","[{""first_name"":""Nita"",""last_name"":""Dewerson"",""NPI"":""5511554030""}]","[{""first_name"":""Gavin"",""last_name"":""Fores"",""NPI"":""4295459798""},{""first_name"":""Elroy"",""last_name"":""Ardley"",""NPI"":""9943583762""},{""first_name"":""Charley"",""last_name"":""Gorring"",""NPI"":""7511762123""},{""first_name"":""Hamlin"",""last_name"":""Waycott"",""NPI"":""9406076462""}]",11/29/2018,Orléans
Nishikyushu University,"[{""first_name"":""Andros"",""last_name"":""Jansens"",""NPI"":""9258141458""}]","[{""first_name"":""Gabriela"",""last_name"":""Killiner"",""NPI"":""7954677850""},{""first_name"":""Andrew"",""last_name"":""Bottinelli"",""NPI"":""9473000162""},{""first_name"":""Marin"",""last_name"":""Hembling"",""NPI"":""2503707335""}]",4/27/2019,Chãos
